id,company,post_title,post_date,post_text,tipo,assunto,modelo,post_likes,post_comments,post_video_views,post_hashtags,origin
236,everis,,2020-08-02,"Conheça os impacto do trabalho remoto relatado por nossos colaboradores na #everisBrasil, há muitos que são positivos 😉 https://lnkd.in/e8ShKkf #everis #ChazzSaoPaulo #SmartWorking'",negócios,pandemia,artigo,34,1,0,"#everisBrasil,, #everis, #ChazzSaoPaulo, #SmartWorking'",linkedin
238,everis,,2020-08-02,"Em instantes começa o everistalks Digital Conference! No painel de abertura, às 09h00, Christian Gebara, CEO da Vivo (Telefônica Brasil) e Ricardo Neves, CEO da everis Brasil, debaterão sobre a condução dos negócios, mediante as transformações do cenário, com a mediação do economista e apresentador da GloboNews, Ricardo Amorim. Inscreva-se: https://lnkd.in/gPNC9vG #everis #everisBrasil #everisdigitalconference'",negócios,tendências,evento próprio,2,0,0,"#everis, #everisBrasil, #everisdigitalconference'",linkedin
239,everis,,2020-09-01,"Te esperamos amanhã, às 19hs! Para o #webinar “Hybrid Operations: os desafios e impacto das operações nos tempos de incertezas”, onde abordaremos como #HybridOperations auxiliará na escalabilidade e na #TransformaçãoDigital em tempos de incerteza. Inscreva-se: https://lnkd.in/gYCHVNi #everis #everisTalks'",técnico,Hybrid Operations,webinar,6,0,0,"#webinar, #HybridOperations, #TransformaçãoDigital, #everis, #everisTalks'",linkedin
240,everis,,2020-09-01,"A pesquisa ""Fears and cheers of the designers and their designs"" foi realizada pela everis para entender mais sobre as motivações e comportamentos dos designers e sobre a relação desses profissionais com a tecnologia. De acordo com o estudo, o cenário digital está dividido entre a tecnologia que o atinge (internet e redes sociais) e a que impacta o setor de design (tecnologia de desenvolvimento de produto). Ficou interessado? acesse e conferira na íntegra: https://lnkd.in/ggn77xm #everis #everisBrasil #FearsAndCheers'",técnico,design,estudo,22,0,0,"#everis, #everisBrasil, #FearsAndCheers'",linkedin
241,everis,,2020-08-02,"Amanhã, às 09h00, começa o everistalks Digital Conference! No painel de abertura, presidentes de grandes instituições debaterão sobre a condução dos negócios, mediante as transformações do cenário. Participarão da discussão, Christian Gebara, CEO da Vivo (Telefônica Brasil) e Ricardo Neves, CEO da everis Brasil, com a mediação do economista e apresentador da GloboNews, Ricardo Amorim. Inscreva-se em: https://lnkd.in/gZEE7Rm#everis #everisBrasil #everisdigitalconference'",negócios,tendências,evento próprio,8,0,0,"#everis, #everisBrasil, #everisdigitalconference'",linkedin
242,everis,,2020-08-02,"O everis Talks Digital Conference Brasil reunirá executivos de empresas líderes dos setores de TI, Telecomunicações e Finanças para discutir o cenário pós pandemia. Veja programação completa: https://lnkd.in/gaAgkEhInscreva-se: https://lnkd.in/gZEE7Rm#everis #everisBrasil #everisdigitalconference'",negócios,tendências,evento próprio,64,0,0,"#everis, #everisBrasil, #everisdigitalconference'",linkedin
243,everis,,2020-08-02,"Neste artigo mostramos a importância dos testes de unidade, sua eficiência e medidas que podem ser utilizadas para aumentar sua efetividade. https://lnkd.in/eSKrpaN #everis #everisBrasil #Strategy&Tech #everisCCA'",técnico,testes,artigo,6,0,0,"#everis, #everisBrasil, #Strategy&Tech, #everisCCA'",linkedin
245,everis,,2020-08-02,"Às 10h iniciaremos o #webinar “IA para Comunicação Empresarial: Revolucionando o atendimento à clientes” e para debater sobre o tema, trouxemos nossos especialistas Maximiliano Marco da Luz, Diretor, Head de Digital Experience e Guilherme Ferreira, Head de engineering em everis eva. Ainda dá tempo de se inscrever, não perca! Inscreva-se: https://lnkd.in/g4UrdfY #everis #everisBrasil #everisTalks'",técnico,inteligencia artifical,webinar,4,2,0,"#webinar, #everis, #everisBrasil, #everisTalks'",linkedin
246,everis,,2020-08-02,"Neste Podcast abordaremos a Lei Geral de Proteção de Dados (LGPD), lei que está diretamente relacionada ao conceito de “Privacy by Design”. Se você armazena dados de terceiros não pode deixar de ouvir!Spotify https://lnkd.in/g3U-SbdGoogle https://lnkd.in/gB-M33UApple https://lnkd.in/guqMnpADeezer https://lnkd.in/ghnMwsjTunein https://lnkd.in/g2DKcZy#everis #everisBrasil #everisTalksPodcast'",negócios,LGPD,podcast,4,0,0,"#everis, #everisBrasil, #everisTalksPodcast'",linkedin
247,everis,,2020-08-02,"Neste artigo mostramos a importância dos testes de unidade, sua eficiência e medidas que podem ser utilizadas para aumentar sua efetividade. https://lnkd.in/eSKrpaN #everis #everisBrasil #Strategy&Tech #everisCCA'",técnico,testes,artigo,17,0,0,"#everis, #everisBrasil, #Strategy&Tech, #everisCCA'",linkedin
248,everis,,2020-08-02,Redução de custos e uso inteligente das instâncias devem ser foco da industrialização digital.https://lnkd.in/ghMKY-m #everis #everisBrasil #Cloud #UMANE',negócios,instancias,artigo,10,0,0,"#everis, #everisBrasil, #Cloud, #UMANE'",linkedin
249,everis,,2020-08-02,"Olá Humano! Neste episódio, Adam entende que a Inteligência Artificial está tornando cada vez menor a distância entre humanos e máquinas. Confira ao quinto episódio de Wake Up, uma série original da everis e da NTT DATA que mostra a importância das tecnologias exponenciais. https://lnkd.in/gXzzsVz #everis #everisBrasil #NTTDATA #WakeUP'",técnico,inteligencia artifical,webinar,9,0,0,"#everis, #everisBrasil, #NTTDATA, #WakeUP'",linkedin
250,everis,,2020-09-01,"Neste Podcast abordaremos a Lei Geral de Proteção de Dados (LGPD), lei que está diretamente relacionada ao conceito de “Privacy by Design”. Se você armazena dados de terceiros não pode deixar de ouvir!Spotify https://lnkd.in/g3U-SbdGoogle https://lnkd.in/gB-M33UApple https://lnkd.in/guqMnpADeezer https://lnkd.in/ghnMwsjTunein https://lnkd.in/g2DKcZy#everis #everisBrasil #everisTalksPodcast'",negócios,LGPD,podcast,14,0,0,"#everis, #everisBrasil, #everisTalksPodcast'",linkedin
251,everis,,2020-09-01,"Em um debate bastante rico, nossa Diretora de People, Rita de Souza participou com outros profissionais do mercado, de uma LIVE que abordou o tema ""O engajamento profissional em tempos de home office"". Confira como foi! https://bit.ly/2Drowb8 #everisBrasil #everiswhereyoufit'",employer branding,carreira,webinar,20,0,0,"#everisBrasil, #everiswhereyoufit'",linkedin
252,everis,,2020-08-02,"O everistalks Digital Conference promoverá discussões referente ao futuro, a transformação digital e as tendências para o novo cenário. No próximo dia 23 de julho às 18h30, o tema "" Utilities 2.0: o impacto da transformação além da tecnologia"" será abordado em um painel executivo com Silvio Antunes, Head de Utilities na everis Brasil, que será responsável por moderar a discussão entre Dário Almeida, Gerente Executivo de Arquitetura de Sistemas na CCEE, Igor Ripoll, VP, Utilities, Manufatura e recursos naturais na Salesforce e Paulo de Tarso Andréo Filho, Head de Salesforce na everis Brasil. Acesse e se inscreva: https://lnkd.in/gPNC9vG #everis #everisBrasil #everisdigitalconference'",negócios,tendências,evento próprio,8,0,0,"#everis, #everisBrasil, #everisdigitalconference'",linkedin
253,everis,,2020-07-03,"O everistalks Digital Conference promoverá discussões referente ao futuro, a transformação digital e as tendências para o novo cenário. No próximo dia 22 de julho às 18h30, o tema "" Trabalhadores Essenciais: um olhar atento por trás dos trabalhadores informais, a força de trabalho que mais avança no Brasil"" será abordado em um painel executivo com Daniel C. Rocha, Head of Digital Strategy Americas da CHAZZ, estúdio de design da everis, que será responsável por moderar a discussão entre Gabriel Carvalho Domingos, Diretor de Marketing B2B na Vivo (Telefônica Brasil), Luis Fabiano dos Santos, Chief Operating Officer America Latina na Swiss Re. e Luiza Futuro, Head de Pesquisa da Chazz São Paulo, estúdio de design da everis. Acesse e se inscreva: https://lnkd.in/gPNC9vG #everis #everisBrasil #everisdigitalconference'",negócios,tendências,evento próprio,8,1,0,"#everis, #everisBrasil, #everisdigitalconference'",linkedin
254,everis,,2020-07-03,"Diante das constantes mudanças da realidade social e econômica , na #everis, temos foco em ajudar suas equipes por meio de políticas de flexibilidade, metodologias de trabalho colaborativas e gerenciamento de tempo, contando com as ferramentas, infraestruturas e plataformas tecnológicas adequadas. Conheça nossas ferramentas Knowler e TŌGŌ. Juntos podemos superar a adversidade sendo parte da mudança https://lnkd.in/gKTx_FF #LiquidDigitalWorkplace #everisBrasil'",employer branding,benefícios,post,15,0,0,"#everis,, #LiquidDigitalWorkplace, #everisBrasil'",linkedin
255,everis,,2020-08-02,"Venha trabalhar na everis Brasil, em nossa unidade de Uberlândia/MG! O seu perfil pode se encaixar nas vagas abaixo:✔️Desenvolvedor React JS✔️Desenvolvedor Mobile - Swift IOS✔️Analista de Automação de Testes✔️Desenvolvedor JAVA+ AWB✔️Desenvolvedor Mobile - Android ✔️Desenvolvedor NODE.JSTem interesse por alguma dessas vagas? Envie seu currículo para: People.uberlandia@everis.com #everis #everisBrasil #BEeveris'",employer branding,vagas,post,25,3,0,"#everis, #everisBrasil, #BEeveris'",linkedin
256,everis,,2020-08-02,"Desde os primeiros dias do isolamento social, percebemos o empenho, dedicação e comprometimento dos nossos profissionais e, convidamos nossos times para nos contar os principais desafios enfrentados e as soluções que eles encontraram. São histórias incríveis e estão reunidas em uma playlist no Youtube da #everisBrasil. Te convidamos a assistir e se inspirar nas adaptações ao novo cenário! https://lnkd.in/gPCgCUG#everis #SmartWorkingChallenge'",employer branding,HO,post,25,0,0,"#everisBrasil., #everis, #SmartWorkingChallenge'",linkedin
257,everis,,2020-08-02,São 5 os benefícios principais de adotar uma cultura ágill. Conheça todos aqui: https://lnkd.in/dJx2qzF #everis #everisBrasil #Agile #AgileStudy',técnico,cultura ágil,estudo,14,0,0,"#everis, #everisBrasil, #Agile, #AgileStudy'",linkedin
258,everis,,2020-07-03,"O evento everistalks Digital Conference promoverá painéis executivos de discussões e no próximo dia 16 de Julho às 18h30, será abordado o tema ""The Future of Work: Agilidade em tempos remotos e a importância do capital humano"". Ewerton Santos (Ton), Head do Centro de Excelência ágil da everis Brasil será responsável por moderar a discussão entre Maximiliano Marco da Luz , Head de Experiência Digital da everis Brasil, Gabriela Magalhães, Executiva de Vendas e Líder de Acessibilidade na Microsoft Brasil, Gustavo Cappi, Head Escritório de Transformação no Banco Itaú, Fernando Luciano, Diretor de talentos na VIVO, Márcio P. de Souza, Head de Transformação Digital de Saúde e Odonto na SulAmérica e Luciane Pizeli, Superintendente de Gente, Gestão e Perfomance na Cielo. Acesse e se inscreva: https://lnkd.in/gPNC9vG #everis #everisBrasil #everisdigitalconference'",negócios,tendências,evento próprio,12,1,0,"#everis, #everisBrasil, #everisdigitalconference'",linkedin
259,everis,,2020-07-03,"Em pesquisa realizada com os profissionais #everisBrasil, percebemos que, o melhor do trabalho remoto é aproveitar melhor o tempo. Você pode saber mais sobre os resultados e ver como os nossos talentos estão utilizando melhor o tempo, acessando: https://lnkd.in/e8ShKkf#everis #everisBrasil #ChazzSaoPaulo #SmartWorking'",employer branding,HO,estudo,13,0,0,"#everisBrasil,, #everis, #everisBrasil, #ChazzSaoPaulo, #SmartWorking'",linkedin
260,everis,,2020-07-03,"A transformação agora é LIVE, ao vivo e agora! No próximo dia 15 de Julho às 09h00, lançaremos o evento everistalks Digital Conference! No painel de abertura, presidentes de grandes instituições debaterão sobre a condução dos negócios, mediante as transformações do cenário. Participarão da discussão, Christian Gebara, CEO da Vivo (Telefônica Brasil), e Ricardo Neves, CEO da everis Brasil com a mediação do economista e apresentador da GloboNews, Ricardo Amorim. Inscreva-se em: https://lnkd.in/gZEE7Rm #everis #everisBrasil #everisdigitalconference'",negócios,tendências,evento próprio,116,1,0,"#everis, #everisBrasil, #everisdigitalconference'",linkedin
261,everis,,2020-08-02,"Em um debate bastante rico, nossa Diretora de People, Rita de Souza participou com outros profissionais do mercado, de uma LIVE que abordou o tema ""O engajamento profissional em tempos de home office"". Confira como foi!#everis #everisBrasil #everiswhereyoufit'",employer branding,carreira,webinar,37,0,0,"#everis, #everisBrasil, #everiswhereyoufit'",linkedin
262,everis,,2020-07-03,"Os modelos de negócios com maior crescimento no investimento e no interesse das seguradoras têm sido o desenvolvimento de plataformas, micros seguros, seguros sob demanda e pago por uso. Baixe o estúdio #InsurtechGlobalOutlook2020 http://bit.ly/2xgfVox #everis #everisBrasil #InsurtechNTTDATA #Insurtecheveris'",negócios,seguradoras,artigo,12,0,0,"#InsurtechGlobalOutlook2020, #everis, #everisBrasil, #InsurtechNTTDATA, #Insurtecheveris'",linkedin
263,everis,,2020-08-02,"Marcelo Vieira, Gerente de Testes na everis Brasil, participará do Minas Testing Conference no dia 22 de agosto, com a palestra: O mindset de consultor – O que as empresas buscam nos profissionais de qualidade de software? Conheça mais sobre o evento, acesse: https://lnkd.in/epHKBan #everis #everisBrasil #ITServices #everisCCA'",técnico,testes,palestra,62,1,0,"#everis, #everisBrasil, #ITServices, #everisCCA'",linkedin
264,everis,,2020-08-02,"Conheça a pesquisa realizada com nossos colaboradores, sobre os impactos da pandemia em seus trabalhos e, os principais pontos identificados por eles, como positivos e negativos. Conheça dados da pesquisa acessando: https://lnkd.in/e8ShKkf #everis #everisBrasil #ChazzSaoPaulo #SmartWorking'",negócios,trabalho remoto,artigo,6,0,0,"#everis, #everisBrasil, #ChazzSaoPaulo, #SmartWorking'",linkedin
265,everis,,2020-07-03,Venha trabalhar na everis! Veja as oportunidades disponíveis:✔️Desenvolvedor Front-End ✔️Desenvolvedor Portais✔️Arquiteto de Software✔️DevOpsAcesse: https://lnkd.in/dfv2FSh #everis #everisBrasil #Careers #BEeveris',employer branding,vagas,post,6,0,0,"#everis, #everisBrasil, #Careers, #BEeveris'",linkedin
266,everis,,2020-08-02,"Um bom espaço para trabalhar garante maior concentração e produtividade. Conheça alguns relatos coletados em nossa pesquisa, feita com colaboradores da #everisBrasil: https://lnkd.in/e8ShKkf #everis #ChazzSaoPaulo #SmartWorking'",negócios,trabalho remoto,artigo,11,0,0,"#everisBrasil:, #everis, #ChazzSaoPaulo, #SmartWorking'",linkedin
267,everis,,2020-08-02,"80% a 85% das empresas consideram que o maior impacto, por falta de agilidade em seu negócio tem sido Time to Market, experiência do consumidor e resposta aos requisitos de negócios. bit.ly/everisBrasilAgile-l #everis #everisBrasil #Agile #AgileStudy'",negócios,time to market,artigo,2,0,0,"#everis, #everisBrasil, #Agile, #AgileStudy'",linkedin
268,everis,,2020-08-02,"Os modelos de negócios com maior crescimento no investimento e no interesse das seguradoras têm sido o desenvolvimento de plataformas, micros seguros, seguros sob demanda e pago por uso. Baixe o estúdio #InsurtechGlobalOutlook2020 http://bit.ly/2xgfVox #everis #everisBrasil #InsurtechNTTDATA #Insurtecheveris'",negócios,seguradoras,artigo,7,0,0,"#InsurtechGlobalOutlook2020, #everis, #everisBrasil, #InsurtechNTTDATA, #Insurtecheveris'",linkedin
269,everis,,2020-08-02,"Nesta terça-feira, 04 de agosto às 11h, Rita Souza, Diretora de People Brasil, participará de um debate sobre ""O engajamento profissional em tempos de home office"".O evento online acontecerá no Facebook Portal IP News e contará com a presença de outros profissionais da área de Recursos Humanos. Não perca! #everis #everisBrasil'",negócios,trabalho remoto,webinar,22,0,0,"#everis, #everisBrasil'",linkedin
270,everis,,2020-07-03,Parceria entre #everis e Educafro através do Programa Púlsar beneficiará 42 jovens mulheres em 2020.https://lnkd.in/eUWMhjJ #everis #everisBrasil #everisNaMidia',negócios,inclusão,artigo,11,0,0,"#everis, #everis, #everisBrasil, #everisNaMidia'",linkedin
271,everis,,2020-08-02,"O desafio #BlockchAngelChallenge busca soluções que utilizem tecnologia #blockchain para prevenir, reduzir e combater a violência contra mulheres, crianças e idosos. Essa é uma iniciativa fundación everis em parceria com o IDB Lab. Saiba mais: https://blockchangel.org/ #everis #everisBrasil #fundacaoeveris #BidLab #Lacchain'",técnico,tecnologia com propósito,artigo,2,0,0,"#BlockchAngelChallenge, #blockchain, #everis, #everisBrasil, #fundacaoeveris, #BidLab, #Lacchain'",linkedin
272,everis,,2020-07-03,Confira oportunidades disponíveis para trabalhar na everis. Venha fazer parte do nosso time!✔️ Desenvolvedor JAVA + AWS✔️ Desenvolvedor JAVA Full Stack✔️ Desenvolvedor MOBILE - Android e iOSAcesse: https://lnkd.in/dfv2FSh #everis #everisBrasil #Careers #BEeveris',employer branding,vagas,post,10,0,0,"#everis, #everisBrasil, #Careers, #BEeveris'",linkedin
273,everis,,2020-07-03,"Neste #webinar, trazemos os insights da pesquisa do Trabalho Remoto durante a quarenta, aplicada aos colaboradores da #everisBrasil e que trouxe a compreensão desde o impacto, o processo de adaptação e o seu aperfeiçoamento. Participe conosco: https://lnkd.in/eaQmuuc #everis #everisTalks #SmartWorking'",negócios,trabalho remoto,webinar,9,0,0,"#webinar,, #everisBrasil, #everis, #everisTalks, #SmartWorking'",linkedin
274,everis,,2020-07-03,Venha trabalhar na everis! Veja as oportunidades disponíveis:✔️Desenvolvedor Front-End ✔️Desenvolvedor Portais✔️Arquiteto de Software✔️DevOpsAcesse: https://lnkd.in/dfv2FSh #everis #everisBrasil #Careers #BEeveris',employer branding,vagas,post,14,2,0,"#everis, #everisBrasil, #Careers, #BEeveris'",linkedin
275,everis,,2020-08-02,"Amanhã realizaremos o último painel do everistalks Digital Conference, e o tema será "" Utilities 2.0: o impacto da transformação além da tecnologia""! Teremos a participação de Silvio Antunes, Head de Utilities na everis Brasil, que será responsável por moderar a discussão entre Dário Almeida, Gerente Executivo de Arquitetura de Sistemas na CCEE, Igor Ripoll, VP, Utilities, Manufatura e recursos naturais na Salesforce e Paulo de Tarso Andréo Filho, Head de Salesforce na everis Brasil. Para se inscrever, acesse: https://lnkd.in/gPNC9vG #everis #everisBrasil #everisdigitalconference'",negócios,transformação digital,webinar,7,0,0,"#everis, #everisBrasil, #everisdigitalconference'",linkedin
276,everis,,2020-08-02,"O desafio #BlockchAngelChallenge busca soluções que utilizem tecnologia #blockchain para prevenir, reduzir e combater a violência contra mulheres, crianças e idosos. Essa é uma iniciativa fundación everis em parceria com o IDB Lab. Saiba mais: https://blockchangel.org/ #everis #everisBrasil #fundacaoeveris #BidLab #Lacchain'",técnico,tecnologia com propósito,artigo,8,0,0,"#BlockchAngelChallenge, #blockchain, #everis, #everisBrasil, #fundacaoeveris, #BidLab, #Lacchain'",linkedin
277,everis,,2020-08-02,"#Podcast Digital Analytics: para entender e classificar o comportamento dos clientes em websites, dispositivos e aplicações mobile. Ouça 🎧SPOTIFY https://lnkd.in/ebn4VYWGOOGLE https://lnkd.in/exCA4PDAPPLE https://lnkd.in/enZBpAvDEEZER https://lnkd.in/ey82MEpTUNEIN https://lnkd.in/eMvtCqX#everis #everisBrasil #everisTalksPodcast #everisTalksPodcastBrasil #Strategy&Tech #everisDX'",técnico,comportamento do usuário,podcast,3,0,0,"#Podcast, #everis, #everisBrasil, #everisTalksPodcast, #everisTalksPodcastBrasil, #Strategy&Tech, #everisDX'",linkedin
278,everis,,2020-08-02,"A edição especial, totalmente on-line e com novas categorias do VI Prêmio Empreenda Saúde está chegando.Confira grandes nomes que vão participar do evento de lançamento e fazer parte de um painel executivo sobre como esse novo cenário acelerou a transformação tecnológica da saúde. NÃO PERCA: https://bit.ly/2Oqcm40 #everis #everisBrasil #Fundacióneveris #Premioseveris'",negócios,Prêmio Empreenda Saúde,premiações,2,0,0,"#everis, #everisBrasil, #Fundacióneveris, #Premioseveris'",linkedin
279,everis,,2020-07-03,"Como ampliar o alcance de testes, agilizar as entregas e disseminar a cultura de qualidade em uma instituição financeira é o tema desse #podcast 🎧Spotify https://lnkd.in/eXnGExCGoogle https://lnkd.in/eRswXyZApple https://lnkd.in/ep6S_tpDeezer https://lnkd.in/eqXkRxbTuneIn https://lnkd.in/eSZ98Vz#everis #everisBrasil #everisTalksPodcast'",negócios,mercado financeiro,podcast,48,1,0,"#podcast, #everis, #everisBrasil, #everisTalksPodcast'",linkedin
280,everis,,2020-07-03,"Neste #webinar, trazemos os insights da pesquisa do Trabalho Remoto durante a quarenta, aplicada aos colaboradores da #everisBrasil e que trouxe a compreensão desde o impacto, o processo de adaptação e o seu aperfeiçoamento. Participe conosco: https://lnkd.in/eaQmuuc #everis #everisTalks #SmartWorking'",negócios,trabalho remoto,webinar,14,0,0,"#webinar,, #everisBrasil, #everis, #everisTalks, #SmartWorking'",linkedin
281,everis,,2020-08-02,"Unimos forças à Telefónica, American Tower, Vlocity (a Salesforce Company) e à Verbio em um projeto de inovação para melhorar a oferta de conectividade comercial. Não perca a apresentação virtual do Catalyst Digital Showcase no TM Forum 👇 bit.ly/39kOtEN#CatalystCountdown #Telecomunicações # 5G #Colaboração #everisTelecom #everisOpenNetworks #everis #everisBrasil'",negócios,conectividade comercial,artigo,1,0,0,"#CatalystCountdown, #Telecomunicações, # 5G, #Colaboração, #everisTelecom, #everisOpenNetworks, #everis, #everisBrasil'",linkedin
282,everis,,2020-08-02,"A adaptação ao novo cenário pode ter mudado a visão dos profissionais quando falamos na utilização do tempo de cada um. Conheça dados coletados na pesquisa que realizamos sobre o impacto do trabalho remoto com nossos colaboradores, na #everisBrasil: https://lnkd.in/e8ShKkf #everis #ChazzSaoPaulo #SmartWorking'",negócios,trabalho remoto,artigo,10,0,0,"#everisBrasil:, #everis, #ChazzSaoPaulo, #SmartWorking'",linkedin
283,everis,,2020-07-03,"Pesquisa com funcionários da #everisBrasil em trabalho remoto, conclui que o home office será parte do “novo normal”.https://lnkd.in/eCVTZ_H'",negócios,trabalho remoto,artigo,61,1,0,#everisBrasil,linkedin
284,everis,,2020-08-02,"Diante das constantes mudanças da realidade social e econômica , na #everis, temos foco em ajudar suas equipes por meio de políticas de flexibilidade, metodologias de trabalho colaborativas e gerenciamento de tempo, contando com as ferramentas, infraestruturas e plataformas tecnológicas adequadas. Conheça nossas ferramentas Knowler e TŌGŌ. Juntos podemos superar a adversidade sendo parte da mudança https://lnkd.in/gKTx_FF #LiquidDigitalWorkplace #everisBrasil'",negócios,transformação digital,artigo,4,0,0,"#everis,, #LiquidDigitalWorkplace, #everisBrasil'",linkedin
285,everis,,2020-07-03,"Estamos comprometidos com o avanço da diversidade e inclusão no local de trabalho, temos iniciativas e planos para cultivar um ambiente em que podemos ser nós mesmos. Leia artigo, em inglês, escrito por Dina Alvarez Head of Culture & Employee Experience everis UK: https://lnkd.in/eib3Srt #everis #everisBrasil'",negócios,diversidade e inclusão,artigo,8,0,0,"#everis, #everisBrasil'",linkedin
286,everis,,2020-08-02,"De 15 a 23 de julho acontecerá o everistalks Digital Conference Brasil, que reunirá executivos das maiores empresas de diversos setores para discutir a evolução dos negócios, transformação digital e o que esperar do futuro pós-pandemia. https://lnkd.in/gZAQjhs #everis #everisBrasil #everisNaMidia #everisdigitalconference'",negócios,transformação digital,webinar,10,0,0,"#everis, #everisBrasil, #everisNaMidia, #everisdigitalconference'",linkedin
287,everis,,2020-07-03,"O contexto atual mudou a forma como muitos estão trabalhando, você foi impactado? O que pensa sobre o trabalho remoto? Nós fizemos uma pesquisa com nossos colaboradores e trouxemos para compartilhar com você: https://lnkd.in/e8ShKkf #everis #everisBrasil #ChazzSaoPaulo #SmartWorking'",negócios,trabalho remoto,artigo,29,2,0,"#everis, #everisBrasil, #ChazzSaoPaulo, #SmartWorking'",linkedin
288,everis,,2020-08-02,"Experiência do usuário: quanto mais rápido aprendemos o que não funciona, mais cedo podemos corrigir o curso, rumo ao caminho certo. Leia artigo: https://lnkd.in/gfwJU8s #Strategy&Tech #everisCoE'",negócios,experiência do usuário,artigo,7,0,0,"#Strategy&Tech, #everisCoE'",linkedin
289,everis,,2020-07-03,"Em função de entender como a condição de trabalho remoto, durante a quarentena, está impactando a relação com a produtividade das tarefas, relações profissionais e pessoais e a saúde mental, aplicamos uma pesquisa, junto aos colaboradores da #everisBrasil. Com as respostas obtidas, pudemos prever as tendências para um novo modelo de trabalho! Conheça os resultados: https://lnkd.in/e8ShKkf#everis #ChazzSaoPaulo #SmartWorking'",negócios,pandemia,artigo,16,0,0,"#everisBrasil., #everis, #ChazzSaoPaulo, #SmartWorking'",linkedin
290,everis,,2020-08-02,"Acesse nossa página #SmartWorking e assista ao #webinar “Imprevisto, adaptação e consolidação: Conheça os 3 steps do trabalho remoto"". Este conteúdo traz insights da Pesquisa do Trabalho Remoto durante a quarenta conduzia pelo CHAZZ, estúdio de design da everis, aplicada aos colaboradores da #everisBrasil e, nos trouxe a compreensão desde o impacto, o processo de adaptação e o seu aperfeiçoamento. https://lnkd.in/gyWqxdP #everis'",negócios,pandemia,artigo,9,0,0,"#SmartWorking, #webinar, #everisBrasil, #everis'",linkedin
291,everis,,2020-08-02,"A alegria não pode parar sô! E, mesmo com o distanciamento social, não podemos abrir mão da diversão. Foi pensando nisso, que organizamos para nossa Fámilia everis Brasil e principalmente para as crianças, um Arraiá Julino, com muita contação de histórias, brincadeiras e, totalmente online!#everis #everisBrasil'",negócios,confraternização,post,52,0,0,"#everis, #everisBrasil'",linkedin
292,everis,,2020-08-02,Venha trabalhar na everis! Confira vagas disponíveis para São Paulo/SP: https://lnkd.in/dfv2FSh✔️Desenvolvedor Mobile – Android e iOS✔️Desenvolvedor FRONT-END ✔️Agile Coach ✔️Software Quality Assurance✔️Desenvolvedor JAVA + AWS✔️SRE - Site Reliability Engineer#everis #everisBrasil #Careers #BEeveris',employer branding,vagas,post,5,0,0,"#everis, #everisBrasil, #Careers, #BEeveris'",linkedin
293,everis,,2020-08-02,"#Podcast Digital Analytics: para entender e classificar o comportamento dos clientes em websites, dispositivos e aplicações mobile. Ouça 🎧SPOTIFY https://lnkd.in/ebn4VYWGOOGLE https://lnkd.in/exCA4PDAPPLE https://lnkd.in/enZBpAvDEEZER https://lnkd.in/ey82MEpTUNEIN https://lnkd.in/eMvtCqX#everis #everisBrasil #everisTalksPodcast #everisTalksPodcastBrasil #Strategy&Tech #everisDX'",negócios,comportamento do consumidor,podcast,7,0,0,"#Podcast, #everis, #everisBrasil, #everisTalksPodcast, #everisTalksPodcastBrasil, #Strategy&Tech, #everisDX'",linkedin
294,everis,,2020-08-02,"Acesse a Revista Radar de julho, a revista de segurança cibernética da everis https://bit.ly/3izlUaZ #everis #everisBrasil'",negócios,segurança cibernética,post,9,0,0,"#everis, #everisBrasil'",linkedin
295,everis,,2020-08-02,"Descubra como ter uma equipe resiliente, forte diante das adversidades e consciente diante das vitórias. https://lnkd.in/gZxU4Bd #everis #everisBrasil #Gestão'",negócios,treinamento de quipe,artigo,11,0,0,"#everis, #everisBrasil, #Gestão'",linkedin
296,everis,,2020-08-02,"Coloque em sua agenda nosso próximo #webinar: “IA para Comunicação Empresarial: Revolucionando o atendimento à clientes”, será dia 04 de agosto, 10hs. Te esperamos, inscreva-se: https://lnkd.in/g4UrdfY #everis #everisBrasil #everisTalks'",negócios,inteligência artificial,webinar,15,0,0,"#webinar:, #everis, #everisBrasil, #everisTalks'",linkedin
297,everis,,2020-08-02,Ouça a nova série de #podcasts sobre Plataformas Digitais da #everisTalksPodcast:Episódio 1 – https://lnkd.in/g7YqaGU Episódio 2 –https://lnkd.in/g49mCGWEpisódio 3 – https://lnkd.in/gNjrchVEpisódio 4 – https://lnkd.in/gSjDqpQEpisódio 5 – https://lnkd.in/gEWrPEg#everis #everisBrasil',negócios,plataformas digitais,podcast,10,0,0,"#podcasts, #everisTalksPodcast:Episódio, #everis, #everisBrasil'",linkedin
298,everis,,2020-07-03,"Como tem sido o trabalho remoto para você? Para os profissionais da everis tem sido produtivo. Confira esses e outros insights acessando a pesquisa completa, análises que mostram como essa nova realidade tem afetado a vida dos profissionais. Acesse a pesquisa: https://lnkd.in/e8ShKkf #everis #everisBrasil #ChazzSaoPaulo #SmartWorking'",negócios,trabalho remoto,artigo,10,0,0,"#everis, #everisBrasil, #ChazzSaoPaulo, #SmartWorking'",linkedin
